RANK,ID,NAME,SYMBOL,PERCENTAGE,VOLUME,PRICE,MARKETCAP,SPARKLINEURL
29,1697,basic-attention-token,BAT,-4.63,"$42,630,642",$0.215465,"$291,082,067",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1697.png
30,1437,zcash,ZEC,0.43,"$117,106,333",$36.68,"$281,750,815",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1437.png
31,3330,paxos-standard,PAX,0.22,"$313,009,513",$1.00,"$249,580,326",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3330.png
32,3662,hedgetrade,HEDG,-2.55,"$294,022",$0.740448,"$213,494,109",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3662.png
33,1896,0x,ZRX,-0.68,"$25,131,083",$0.324031,"$194,827,825",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1896.png
34,2563,trueusd,TUSD,0.09,"$171,432,557",$1.00,"$186,576,091",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2563.png
35,3077,vechain,VET,-1.01,"$75,199,827",$0.003339,"$185,169,638",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3077.png
36,1684,qtum,QTUM,0.01,"$170,751,561",$1.71,"$164,632,559",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1684.png
37,1168,decred,DCR,-2.42,"$6,552,714",$14.51,"$153,253,377",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1168.png
38,2682,holo,HOT,2.15,"$13,324,654",$0.000941,"$151,818,109",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2682.png
39,3437,abbc-coin,ABBC,-4.00,"$57,087,278",$0.273981,"$151,869,916",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3437.png
40,2577,ravencoin,RVN,-1.06,"$10,828,547",$0.031189,"$146,105,809",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2577.png
41,4172,luna,LUNA,-5.81,"$1,063,490",$0.494722,"$141,218,996",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4172.png
42,3351,zb,ZB,0.16,"$175,282,936",$0.301352,"$139,612,865",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3351.png
43,2083,bitcoin-gold,BTG,0.58,"$12,052,931",$7.60,"$133,134,477",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2083.png
44,4279,swipe,SXP,-0.29,"$51,100,195",$2.11,"$129,244,171",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4279.png
45,2585,centrality,CENNZ,-2.93,"$404,433",$0.117864,"$124,424,995",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2585.png
46,2453,educare,EKT,3.26,"$8,863,801",$0.145346,"$123,544,331",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2453.png
47,3704,v-systems,VSYS,-0.55,"$2,355,183",$0.062144,"$113,915,996",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3704.png
48,1808,omisego,OMG,-0.49,"$44,263,185",$0.812417,"$113,937,762",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1808.png
49,1567,nano,NANO,1.28,"$3,738,741",$0.811614,"$108,146,195",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1567.png
50,2586,synthetix-network-token,SNX,7.97,"$210,332",$0.752646,"$104,579,103",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2586.png
51,2087,kucoin-shares,KCS,0.81,"$7,022,501",$1.09,"$95,963,462",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2087.png
52,4030,algorand,ALGO,0.18,"$101,803,423",$0.227244,"$95,290,727",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4030.png
53,109,digibyte,DGB,-1.53,"$3,463,141",$0.007531,"$93,409,438",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/109.png
54,1214,lisk,LSK,-2.00,"$1,663,907",$0.762404,"$92,311,574",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1214.png
55,1104,augur,REP,0.78,"$6,338,196",$8.24,"$90,684,980",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1104.png
56,3718,bittorrent,BTT,0.50,"$68,504,538",$0.000419,"$88,981,776",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3718.png
57,2222,bitcoin-diamond,BCD,2.17,"$2,165,755",$0.476130,"$88,794,791",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2222.png
58,2308,dai,DAI,0.51,"$21,062,261",$1.01,"$85,074,648",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2308.png
59,1042,siacoin,SC,-2.60,"$3,062,892",$0.001984,"$82,977,079",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1042.png
60,2099,icon,ICX,2.40,"$27,238,049",$0.164550,"$82,371,443",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2099.png
61,1274,waves,WAVES,-0.53,"$13,275,722",$0.808218,"$80,821,767",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1274.png
62,2416,theta,THETA,1.25,"$626,862",$0.086735,"$75,503,365",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2416.png
63,372,bytecoin-bcn,BCN,5.95,"$7,612",$0.000397,"$73,128,574",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/372.png
64,213,monacoin,MONA,-0.44,"$1,623,568",$1.11,"$72,825,360",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/213.png
65,463,bitshares,BTS,0.19,"$1,841,151",$0.026283,"$72,187,745",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/463.png
66,1521,komodo,KMD,1.81,"$1,688,784",$0.563605,"$65,653,863",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1521.png
67,3155,quant,QNT,-5.39,"$3,306,999",$5.27,"$63,635,925",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3155.png
68,1903,hypercash,HC,-0.74,"$1,955,619",$1.40,"$62,360,693",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1903.png
69,1776,crypto-com,MCO,3.77,"$6,643,433",$3.64,"$57,413,809",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1776.png
70,1866,bytom,BTM,0.91,"$4,835,012",$0.057266,"$57,409,191",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1866.png
71,3218,energi,NRG,-0.04,"$310,255",$2.62,"$57,367,809",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3218.png
72,2694,nexo,NEXO,2.34,"$10,937,976",$0.101145,"$56,641,018",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2694.png
73,291,maidsafecoin,MAID,-1.99,"$440,829",$0.125116,"$56,621,340",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/291.png
74,693,verge,XVG,-0.76,"$1,231,890",$0.003436,"$54,997,502",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/693.png
75,1700,aeternity,AE,0.83,"$48,241,302",$0.186072,"$53,579,129",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1700.png
76,2405,iostoken,IOST,0.47,"$14,895,644",$0.004418,"$53,073,829",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2405.png
77,2447,crpt,CRPT,3.32,"$371,909",$0.612485,"$51,937,508",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2447.png
78,4195,ftx-token,FTT,-1.40,"$2,430,331",$1.33," $50,564,865",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4195.png
79,1320,ardor,ARDR,-0.98,"$2,309,782",$0.050398,"$50,347,194",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1320.png
80,1230,steem,STEEM,-1.12,"$480,683",$0.138778,"$48,380,714",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1230.png
81,3871,newton,NEW,8.70,"$8,054,201",$0.003955,"$47,258,746",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3871.png
82,2469,zilliqa,ZIL,2.18,"$5,574,584",$0.005379,"$46,728,284",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2469.png
83,2130,enjin-coin,ENJ,3.22,"$1,622,236",$0.057751,"$45,312,399",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2130.png
84,2539,ren,REN,1.04,"$2,084,092",$0.055832,"$44,638,336",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2539.png
85,1455,golem-network-tokens,GNT,-2.64,"$2,243,695",$0.045544,"$44,635,207",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1455.png
86,2299,aelf,ELF,-4.10,"$9,724,428",$0.078576,"$42,782,937",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2299.png
87,1759,status,SNT,-1.35,"$182,848,487",$0.012287,"$42,643,242",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1759.png
88,2603,pundi-x,NPXS,-0.29,"$1,009,954",$0.000180,"$42,252,920",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2603.png
89,1414,zcoin,XZC,-0.80,"$4,627,035",$4.89,"$42,223,091",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1414.png
90,2874,aurora,AOA,-9.68,"$1,711,350",$0.006561,"$42,921,493",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2874.png
91,3701,rif-token,RIF,10.31,"$7,661,374",$0.083179,"$41,539,206",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3701.png
92,3829,nash-exchange,NEX,-7.14,"$2,076,290",$1.10,"$39,674,819",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3829.png
93,2830,seele,SEELE,-0.47,"$19,278,124",$0.053540,"$37,299,205",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2830.png
94,3724,solve,SOLVE,-1.79,"$1,599,650",$0.111713,"$36,577,302",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3724.png
95,2989,stasis-euro,EURS,-0.46,"$517,485",$1.12," $35,680,708",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2989.png
96,4066,chiliz,CHZ,-3.52,"$7,943,045",$0.009927,"$35,784,231",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4066.png
97,2137,electroneum,ETN,1.43,"$103,227",$0.003601,"$35,499,507",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2137.png
98,2772,digitex-futures,DGTX,-1.56,"$993,816",$0.045494,"$35,060,084",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2772.png
99,1923,tierion,TNT,0.74,"$1,222,483",$0.081364,"$34,862,862",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1923.png
100,3890,matic-network,MATIC,8.86,"$24,772,657",$0.015096,"$33,469,629",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3890.png
1,1,bitcoin,BTC,-0.25,"$15,869,577,086",$8225.15,"$148,100,362,100",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1.png
2,1027,ethereum,ETH,-0.09,"$6,875,271,889",$175.06,"$18,949,444,307",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1027.png
3,52,ripple,XRP,2.44,"$1,707,990,883",$0.299414,"$12,947,469,983",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/52.png
4,1831,bitcoin-cash,BCH,3.65,"$1,697,433,126",$233.82,"$4,225,213,677",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1831.png
5,825,tether,USDT,0.12,"$19,305,540,236",$1.01,"$4,131,549,197",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/825.png
6,2,litecoin,LTC,0.86,"$2,745,153,118",$55.01,"$3,493,818,830",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2.png
7,1839,binance-coin,BNB,0.58,"$182,289,062",$18.31,"$2,848,344,772",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1839.png
8,1765,eos,EOS,0.68,"$1,719,832,569",$2.94,"$2,757,242,205",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1765.png
9,3602,bitcoin-sv,BSV,17.03,"$572,431,218",$111.81,"$1,996,442,081",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3602.png
10,512,stellar,XLM,1.58,"$195,819,089",$0.064202,"$1,286,316,859",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/512.png
11,1958,tron,TRX,1.09,"$769,295,652",$0.015671,"$1,044,978,408",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1958.png
12,2010,cardano,ADA,2.29,"$39,871,490",$0.040029,"$1,037,831,916",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2010.png
13,3957,unus-sed-leo,LEO,-1.57,"$6,762,367",$1.01,"$1,004,708,370",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3957.png
14,328,monero,XMR,2.11,"$99,303,413",$57.46,"$992,368,988",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/328.png
15,1975,chainlink,LINK,9.57,"$187,026,859",$2.73,"$955,895,167",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1975.png
16,2502,huobi-token,HT,-0.50,"$67,917,873",$3.41,"$798,385,108",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2502.png
17,1720,iota,MIOTA,2.45,"$7,463,440",$0.275277,"$765,139,626",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1720.png
18,131,dash,DASH,-0.54,"$231,512,115",$69.15,"$629,830,944",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/131.png
19,2011,tezos,XTZ,-1.53,"$11,434,506",$0.867616,"$572,950,948 ",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2011.png
20,3794,cosmos,ATOM,3.31,"$141,509,007",$2.98,"$568,747,533",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3794.png
21,1321,ethereum-classic,ETC,2.54,"$510,631,201",$4.63,"$529,990,557",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1321.png
22,1376,neo,NEO,2.20,"$240,190,405",$7.47,"$526,705,403",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1376.png
23,1518,maker,MKR,0.48,"$7,129,698",$498.94,"$498,941,556",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1518.png
24,3408,usd-coin,USDC,0.28,"$195,909,805",$1.00,"$477,989,852",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3408.png
25,3635,crypto-com-coin,CRO,1.07,"$11,846,959",$0.033730,"$371,336,900",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3635.png
26,873,nem,XEM,-1.11,"$30,798,959",$0.040217,"$361,953,833",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/873.png
27,74,dogecoin,DOGE,0.35,"$82,684,333",$0.002735,"$332,871,559",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/74.png
28,2566,ontology,ONT,2.85,"$83,366,283",$0.601125,"$322,113,647",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2566.png
29,1697,basic-attention-token,BAT,-4.53,"$42,668,355",$0.215696,"$291,394,027",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1697.png
30,1437,zcash,ZEC,0.32,"$116,874,985",$36.64,"$281,429,596",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1437.png
31,3330,paxos-standard,PAX,0.24,"$309,082,245",$1.00,"$249,638,830",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3330.png
32,3662,hedgetrade,HEDG,-2.54,"$293,963",$0.740552,"$213,523,929",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3662.png
33,1896,0x,ZRX,-0.70,"$25,133,104",$0.323991,"$194,803,458",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1896.png
34,2563,trueusd,TUSD,0.09,"$171,612,027",$1.00,"$186,584,691",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2563.png
35,3077,vechain,VET,-1.01,"$75,203,421",$0.003339,"$185,177,795",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3077.png
36,1684,qtum,QTUM,0.01,"$170,521,484",$1.71,"$164,628,562",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1684.png
37,1168,decred,DCR,-2.43,"$6,554,990",$14.51,"$153,248,110",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1168.png
38,3437,abbc-coin,ABBC,-3.97,"$57,184,514",$0.274052,"$151,909,092",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3437.png
39,2682,holo,HOT,2.07,"$13,315,201",$0.000940,"$151,689,060",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2682.png
40,2577,ravencoin,RVN,-1.04,"$10,810,315",$0.031196,"$146,136,316",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2577.png
41,4172,luna,LUNA,-5.79,"$1,063,722",$0.494823,"$141,247,940",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4172.png
42,3351,zb,ZB,0.19,"$175,306,767",$0.301416,"$139,642,669",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3351.png
43,2083,bitcoin-gold,BTG,0.64,"$12,065,902",$7.61,"$133,212,833",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2083.png
44,4279,swipe,SXP,-0.27,"$51,108,002",$2.11,"$129,267,087",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4279.png
45,2585,centrality,CENNZ,-4.12,"$404,469",$0.116419,"$122,899,530",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2585.png
46,2453,educare,EKT,3.27,"$8,867,978",$0.145358,"$123,554,378",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2453.png
47,1808,omisego,OMG,-0.48,"$44,264,579",$0.812465,"$113,944,469",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1808.png
48,3704,v-systems,VSYS,-0.50,"$2,356,756",$0.062172,"$113,966,790",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3704.png
49,1567,nano,NANO,1.24,"$3,739,115",$0.811363,"$108,112,708",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1567.png
50,2586,synthetix-network-token,SNX,7.95,"$210,280",$0.752458,"$104,552,999",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2586.png
51,2087,kucoin-shares,KCS,0.83,"$7,039,349",$1.09,"$95,980,262",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2087.png
52,4030,algorand,ALGO,0.17,"$101,814,253",$0.227228,"$95,284,331",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4030.png
53,109,digibyte,DGB,-1.51,"$3,463,692",$0.007533,"$93,426,849",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/109.png
54,1214,lisk,LSK,-2.04,"$1,662,630",$0.762093,"$92,273,932",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1214.png
55,1104,augur,REP,1.40,"$6,348,178",$8.30,"$91,245,559",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1104.png
56,3718,bittorrent,BTT,0.53,"$68,573,640",$0.000420,"$89,006,814",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3718.png
57,2222,bitcoin-diamond,BCD,2.10,"$2,166,692",$0.475771,"$88,727,932",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2222.png
58,2308,dai,DAI,0.52,"$21,060,895",$1.01,"$85,080,082",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2308.png
59,1042,siacoin,SC,-2.93,"$3,052,916",$0.001978,"$82,695,931",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1042.png
60,2099,icon,ICX,2.44,"$27,249,417",$0.164610,"$82,401,515",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2099.png
61,1274,waves,WAVES,-0.54,"$13,226,304",$0.808076,"$80,807,568",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1274.png
62,2416,theta,THETA,1.25,"$626,411",$0.086733,"$75,501,564",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2416.png
63,372,bytecoin-bcn,BCN,5.96,"$7,556",$0.000397,"$73,130,119",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/372.png
64,213,monacoin,MONA,-0.44,"$1,623,643",$1.11,"$72,828,940",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/213.png
65,463,bitshares,BTS,-0.03,"$1,838,455",$0.026225,"$72,028,350",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/463.png
66,1521,komodo,KMD,1.81,"$1,689,114",$0.563617,"$65,655,340",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1521.png
67,3155,quant,QNT,-5.64,"$3,307,818",$5.26,"$63,470,752",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3155.png
68,1903,hypercash,HC,-0.71,"$1,955,409",$1.41,"$62,377,474",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1903.png
69,1776,crypto-com,MCO,3.80,"$6,644,617",$3.64,"$57,431,708",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1776.png
70,1866,bytom,BTM,0.86,"$4,837,477",$0.057238,"$57,381,144",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1866.png
71,3218,energi,NRG,0.00,"$310,359",$2.62,"$57,387,077",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3218.png
72,2694,nexo,NEXO,2.51,"$10,936,145",$0.101317,"$56,737,554",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2694.png
73,291,maidsafecoin,MAID,-2.09,"$440,636",$0.124988,"$56,563,626",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/291.png
74,693,verge,XVG,-1.06,"$1,228,069",$0.003426,"$54,831,607",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/693.png
75,1700,aeternity,AE,0.86,"$48,256,320",$0.186117,"$53,592,140",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1700.png
76,2405,iostoken,IOST,0.43,"$14,886,792",$0.004416,"$53,054,333",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2405.png
77,2447,crpt,CRPT,3.30,"$371,841",$0.612370,"$51,927,771",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2447.png
78,4195,ftx-token,FTT,-1.38,"$2,430,773",$1.33,"$50,574,065",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4195.png
79,1320,ardor,ARDR,-0.98,"$2,309,719",$0.050397,"$50,346,598",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1320.png
80,1230,steem,STEEM,-1.09,"$480,813",$0.138815,"$48,393,876",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1230.png
81,3871,newton,NEW,8.60,"$8,053,677",$0.003951,"$47,212,910",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3871.png
82,2469,zilliqa,ZIL,2.16,"$5,567,193",$0.005378,"$46,718,170",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2469.png
83,2130,enjin-coin,ENJ,3.23,"$1,622,190",$0.057756,"$45,316,459",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2130.png
84,2539,ren,REN,0.92,"$2,074,033",$0.055763,"$44,583,123",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2539.png
85,1455,golem-network-tokens,GNT,-2.61,"$2,241,699",$0.045558,"$44,649,316",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1455.png
86,2874,aurora,AOA,-9.67,"$1,711,526",$0.006561,"$42,926,954",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2874.png
87,2299,aelf,ELF,-4.30,"$9,743,293",$0.078417,"$42,696,277",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2299.png
88,1759,status,SNT,-1.34,"$182,854,512",$0.012288,"$42,646,790",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1759.png
89,2603,pundi-x,NPXS,-0.25,"$1,009,597",$0.000181,"$42,269,049",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2603.png
90,1414,zcoin,XZC,-0.79,"$4,630,201",$4.89,"$42,225,794",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1414.png
91,3701,rif-token,RIF,10.32,"$7,662,208",$0.083183,"$41,541,101",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3701.png
92,3829,nash-exchange,NEX,-7.17,"$2,075,374",$1.10,"$39,659,002",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3829.png
93,2830,seele,SEELE,-0.91,"$19,177,608",$0.053303,"$37,134,053",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2830.png
94,3724,solve,SOLVE,-1.77,"$1,600,126",$0.111746,"$36,588,191",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3724.png
95,4066,chiliz,CHZ,-3.41,"$7,953,310",$0.009938,"$35,822,515",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/4066.png
96,2989,stasis-euro,EURS,-0.47,"$517,414",$1.12,"$35,675,623",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2989.png
97,2137,electroneum,ETN,1.44,"$103,228",$0.003602,"$35,502,637",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2137.png
98,2772,digitex-futures,DGTX,-0.43,"$993,241",$0.046019,"$35,464,599",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2772.png
99,1923,tierion,TNT,0.73,"$1,220,430",$0.081360,"$34,861,428",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1923.png
100,3890,matic-network,MATIC,8.86,"$24,782,589",$0.015095,"$33,469,434",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3890.png
1,1,bitcoin,BTC,-0.26,"$15,874,983,836",$8224.20,"$148,083,241,891",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1.png
2,1027,ethereum,ETH,-0.12,"$6,878,178,401",$175.01,"$18,944,065,180",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1027.png
3,52,ripple,XRP,2.30,"$1,708,140,495",$0.299017,"$12,930,271,398",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/52.png
4,1831,bitcoin-cash,BCH,3.66,"$1,698,431,109",$233.85,"$4,225,696,722",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1831.png
5,825,tether,USDT,0.13,"$19,341,779,815",$1.01,"$4,131,960,173",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/825.png
6,2,litecoin,LTC,0.78,"$2,744,755,329",$54.96,"$3,490,999,638",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/2.png
7,1839,binance-coin,BNB,0.56,"$182,207,801",$18.31,"$2,847,768,799",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1839.png
8,1765,eos,EOS,0.63,"$1,720,239,811",$2.94,"$2,756,109,082",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1765.png
9,3602,bitcoin-sv,BSV,16.96,"$572,612,960",$111.75,"$1,995,332,873",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/3602.png
10,512,stellar,XLM,1.46,"$195,878,957",$0.064126,"$1,284,796,173",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/512.png
11,1958,tron,TRX,1.05,"$769,591,699",$0.015665,"$1,044,555,645",https://s2.coinmarketcap.com/generated/sparklines/web/7d/usd/1958.png
